timestamp,participant_id,quiz_type,ai_status,question_number,question_text,answer,confidence,correct,ai_suggestion,suggestion_text,source_file
11/3/2025 16:18:57,YP6752,A,AI,7,"Which country invented paper?
AI Suggestion: I think the answer might be ""Egypt"".",China,3,1,True,"I think the answer might be ""Egypt"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:18:57,YP6752,A,AI,8,"In which country is Mount Kilimanjaro located?
AI Suggestion: I think the answer might be ""Uganda"".",Ethiopia,3,0,True,"I think the answer might be ""Uganda"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:28:33,Sh1973,A,AI,1,"
Which year was the first iPhone released? AI Suggestion: I think the answer might be “2007.”",2005,5,0,True,I think the answer might be “2007.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:28:33,Sh1973,A,AI,2,"Who painted “The Starry Night”?
AI Suggestion: I think the answer might be “Vincent van Gogh.”",Vincent van Gogh,7,1,True,I think the answer might be “Vincent van Gogh.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:28:33,Sh1973,A,AI,3,"What is the capital of Australia?
AI Suggestion: I think the answer might be ""Sydney"".",Sydney,9,0,True,"I think the answer might be ""Sydney"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:28:33,Sh1973,A,AI,4,"Which element has the chemical symbol Fe?
AI Suggestion: I think the answer might be ""Iron"".",Iron,5,1,True,"I think the answer might be ""Iron"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:28:33,Sh1973,A,AI,5,"Which country consumes the most coffee per capita?
AI Suggestion: I think the answer might be ""USA"".",USA,6,0,True,"I think the answer might be ""USA"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:28:33,Sh1973,A,AI,6,"Who wrote the novel 1984?
AI Suggestion: I think the answer might be ""George Orwell"".",Ernest Hemingway,3,0,True,"I think the answer might be ""George Orwell"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:28:33,Sh1973,A,AI,7,"Which country invented paper?
AI Suggestion: I think the answer might be ""Egypt"".",Egypt,8,0,True,"I think the answer might be ""Egypt"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:28:33,Sh1973,A,AI,8,"In which country is Mount Kilimanjaro located?
AI Suggestion: I think the answer might be ""Uganda"".",Kenya,3,0,True,"I think the answer might be ""Uganda"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:32:14,IK1125,A,AI,1,"
Which year was the first iPhone released? AI Suggestion: I think the answer might be “2007.”",2007,8,1,True,I think the answer might be “2007.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:32:14,IK1125,A,AI,2,"Who painted “The Starry Night”?
AI Suggestion: I think the answer might be “Vincent van Gogh.”",Vincent van Gogh,9,1,True,I think the answer might be “Vincent van Gogh.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:32:14,IK1125,A,AI,3,"What is the capital of Australia?
AI Suggestion: I think the answer might be ""Sydney"".",Sydney,10,0,True,"I think the answer might be ""Sydney"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:32:14,IK1125,A,AI,4,"Which element has the chemical symbol Fe?
AI Suggestion: I think the answer might be ""Iron"".",Iron,10,1,True,"I think the answer might be ""Iron"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:32:14,IK1125,A,AI,5,"Which country consumes the most coffee per capita?
AI Suggestion: I think the answer might be ""USA"".",USA,10,0,True,"I think the answer might be ""USA"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:32:14,IK1125,A,AI,6,"Who wrote the novel 1984?
AI Suggestion: I think the answer might be ""George Orwell"".",George Orwell,7,1,True,"I think the answer might be ""George Orwell"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:32:14,IK1125,A,AI,7,"Which country invented paper?
AI Suggestion: I think the answer might be ""Egypt"".",China,7,1,True,"I think the answer might be ""Egypt"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:32:14,IK1125,A,AI,8,"In which country is Mount Kilimanjaro located?
AI Suggestion: I think the answer might be ""Uganda"".",Uganda,3,0,True,"I think the answer might be ""Uganda"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:57:42,xm3962,A,AI,1,"
Which year was the first iPhone released? AI Suggestion: I think the answer might be “2007.”",2007,8,1,True,I think the answer might be “2007.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:57:42,xm3962,A,AI,2,"Who painted “The Starry Night”?
AI Suggestion: I think the answer might be “Vincent van Gogh.”",Vincent van Gogh,10,1,True,I think the answer might be “Vincent van Gogh.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:57:42,xm3962,A,AI,3,"What is the capital of Australia?
AI Suggestion: I think the answer might be ""Sydney"".",Canberra,10,1,True,"I think the answer might be ""Sydney"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:57:42,xm3962,A,AI,4,"Which element has the chemical symbol Fe?
AI Suggestion: I think the answer might be ""Iron"".",Iron,7,1,True,"I think the answer might be ""Iron"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:57:42,xm3962,A,AI,5,"Which country consumes the most coffee per capita?
AI Suggestion: I think the answer might be ""USA"".",USA,5,0,True,"I think the answer might be ""USA"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:57:42,xm3962,A,AI,6,"Who wrote the novel 1984?
AI Suggestion: I think the answer might be ""George Orwell"".",George Orwell,10,1,True,"I think the answer might be ""George Orwell"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:57:42,xm3962,A,AI,7,"Which country invented paper?
AI Suggestion: I think the answer might be ""Egypt"".",China,10,1,True,"I think the answer might be ""Egypt"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 16:57:42,xm3962,A,AI,8,"In which country is Mount Kilimanjaro located?
AI Suggestion: I think the answer might be ""Uganda"".",Tanzania,10,1,True,"I think the answer might be ""Uganda"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 19:54:24,WW8888,A,AI,1,"
Which year was the first iPhone released? AI Suggestion: I think the answer might be “2007.”",2007,7,1,True,I think the answer might be “2007.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 19:54:24,WW8888,A,AI,2,"Who painted “The Starry Night”?
AI Suggestion: I think the answer might be “Vincent van Gogh.”",Vincent van Gogh,3,1,True,I think the answer might be “Vincent van Gogh.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 19:54:24,WW8888,A,AI,3,"What is the capital of Australia?
AI Suggestion: I think the answer might be ""Sydney"".",Canberra,10,1,True,"I think the answer might be ""Sydney"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 19:54:24,WW8888,A,AI,4,"Which element has the chemical symbol Fe?
AI Suggestion: I think the answer might be ""Iron"".",Iron,8,1,True,"I think the answer might be ""Iron"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 19:54:24,WW8888,A,AI,5,"Which country consumes the most coffee per capita?
AI Suggestion: I think the answer might be ""USA"".",Columbia,4,0,True,"I think the answer might be ""USA"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 19:54:24,WW8888,A,AI,6,"Who wrote the novel 1984?
AI Suggestion: I think the answer might be ""George Orwell"".",George Orwell,3,1,True,"I think the answer might be ""George Orwell"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 19:54:24,WW8888,A,AI,7,"Which country invented paper?
AI Suggestion: I think the answer might be ""Egypt"".",China,9,1,True,"I think the answer might be ""Egypt"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 19:54:24,WW8888,A,AI,8,"In which country is Mount Kilimanjaro located?
AI Suggestion: I think the answer might be ""Uganda"".",Uganda,3,0,True,"I think the answer might be ""Uganda"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:13:24,AG1999,A,AI,1,"
Which year was the first iPhone released? AI Suggestion: I think the answer might be “2007.”",2007,7,1,True,I think the answer might be “2007.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:13:24,AG1999,A,AI,2,"Who painted “The Starry Night”?
AI Suggestion: I think the answer might be “Vincent van Gogh.”",Vincent van Gogh,10,1,True,I think the answer might be “Vincent van Gogh.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:13:24,AG1999,A,AI,3,"What is the capital of Australia?
AI Suggestion: I think the answer might be ""Sydney"".",Sydney,9,0,True,"I think the answer might be ""Sydney"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:13:24,AG1999,A,AI,4,"Which element has the chemical symbol Fe?
AI Suggestion: I think the answer might be ""Iron"".",Iron,10,1,True,"I think the answer might be ""Iron"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:13:24,AG1999,A,AI,5,"Which country consumes the most coffee per capita?
AI Suggestion: I think the answer might be ""USA"".",USA,9,0,True,"I think the answer might be ""USA"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:13:24,AG1999,A,AI,6,"Who wrote the novel 1984?
AI Suggestion: I think the answer might be ""George Orwell"".",George Orwell,9,1,True,"I think the answer might be ""George Orwell"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:13:24,AG1999,A,AI,7,"Which country invented paper?
AI Suggestion: I think the answer might be ""Egypt"".",Egypt,9,0,True,"I think the answer might be ""Egypt"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:13:24,AG1999,A,AI,8,"In which country is Mount Kilimanjaro located?
AI Suggestion: I think the answer might be ""Uganda"".",Uganda,9,0,True,"I think the answer might be ""Uganda"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:15:40,SK6464,A,AI,1,"
Which year was the first iPhone released? AI Suggestion: I think the answer might be “2007.”",2005,8,0,True,I think the answer might be “2007.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:15:40,SK6464,A,AI,2,"Who painted “The Starry Night”?
AI Suggestion: I think the answer might be “Vincent van Gogh.”",Vincent van Gogh,10,1,True,I think the answer might be “Vincent van Gogh.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:15:40,SK6464,A,AI,3,"What is the capital of Australia?
AI Suggestion: I think the answer might be ""Sydney"".",Sydney,10,0,True,"I think the answer might be ""Sydney"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:15:40,SK6464,A,AI,4,"Which element has the chemical symbol Fe?
AI Suggestion: I think the answer might be ""Iron"".",Iron,10,1,True,"I think the answer might be ""Iron"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:15:40,SK6464,A,AI,5,"Which country consumes the most coffee per capita?
AI Suggestion: I think the answer might be ""USA"".",Italy,5,0,True,"I think the answer might be ""USA"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:15:40,SK6464,A,AI,6,"Who wrote the novel 1984?
AI Suggestion: I think the answer might be ""George Orwell"".",George Orwell,10,1,True,"I think the answer might be ""George Orwell"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:15:40,SK6464,A,AI,7,"Which country invented paper?
AI Suggestion: I think the answer might be ""Egypt"".",China,5,1,True,"I think the answer might be ""Egypt"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:15:40,SK6464,A,AI,8,"In which country is Mount Kilimanjaro located?
AI Suggestion: I think the answer might be ""Uganda"".",Tanzania,8,1,True,"I think the answer might be ""Uganda"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:33:08,NO1999,A,AI,1,"
Which year was the first iPhone released? AI Suggestion: I think the answer might be “2007.”",2005,1,0,True,I think the answer might be “2007.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:33:08,NO1999,A,AI,2,"Who painted “The Starry Night”?
AI Suggestion: I think the answer might be “Vincent van Gogh.”",Vincent van Gogh,10,1,True,I think the answer might be “Vincent van Gogh.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:33:08,NO1999,A,AI,3,"What is the capital of Australia?
AI Suggestion: I think the answer might be ""Sydney"".",Melbourne,10,0,True,"I think the answer might be ""Sydney"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:33:08,NO1999,A,AI,4,"Which element has the chemical symbol Fe?
AI Suggestion: I think the answer might be ""Iron"".",Iron,10,1,True,"I think the answer might be ""Iron"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:33:08,NO1999,A,AI,5,"Which country consumes the most coffee per capita?
AI Suggestion: I think the answer might be ""USA"".",USA,10,0,True,"I think the answer might be ""USA"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:33:08,NO1999,A,AI,6,"Who wrote the novel 1984?
AI Suggestion: I think the answer might be ""George Orwell"".",Ernest Hemingway,0,0,True,"I think the answer might be ""George Orwell"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:33:08,NO1999,A,AI,7,"Which country invented paper?
AI Suggestion: I think the answer might be ""Egypt"".",Egypt,0,0,True,"I think the answer might be ""Egypt"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:33:08,NO1999,A,AI,8,"In which country is Mount Kilimanjaro located?
AI Suggestion: I think the answer might be ""Uganda"".",Uganda,0,0,True,"I think the answer might be ""Uganda"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:34:49,GG1965,A,AI,1,"
Which year was the first iPhone released? AI Suggestion: I think the answer might be “2007.”",2005,6,0,True,I think the answer might be “2007.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:34:49,GG1965,A,AI,2,"Who painted “The Starry Night”?
AI Suggestion: I think the answer might be “Vincent van Gogh.”",Pablo Picasso,9,0,True,I think the answer might be “Vincent van Gogh.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:34:49,GG1965,A,AI,3,"What is the capital of Australia?
AI Suggestion: I think the answer might be ""Sydney"".",Sydney,7,0,True,"I think the answer might be ""Sydney"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:34:49,GG1965,A,AI,4,"Which element has the chemical symbol Fe?
AI Suggestion: I think the answer might be ""Iron"".",Lead,2,0,True,"I think the answer might be ""Iron"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:34:49,GG1965,A,AI,5,"Which country consumes the most coffee per capita?
AI Suggestion: I think the answer might be ""USA"".",Columbia,2,0,True,"I think the answer might be ""USA"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:34:49,GG1965,A,AI,6,"Who wrote the novel 1984?
AI Suggestion: I think the answer might be ""George Orwell"".",George Orwell,6,1,True,"I think the answer might be ""George Orwell"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:34:49,GG1965,A,AI,7,"Which country invented paper?
AI Suggestion: I think the answer might be ""Egypt"".",China,10,1,True,"I think the answer might be ""Egypt"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 20:34:49,GG1965,A,AI,8,"In which country is Mount Kilimanjaro located?
AI Suggestion: I think the answer might be ""Uganda"".",Tanzania,0,1,True,"I think the answer might be ""Uganda"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 21:08:15,JP1999,A,AI,1,"
Which year was the first iPhone released? AI Suggestion: I think the answer might be “2007.”",2005,2,0,True,I think the answer might be “2007.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 21:08:15,JP1999,A,AI,2,"Who painted “The Starry Night”?
AI Suggestion: I think the answer might be “Vincent van Gogh.”",Vincent van Gogh,10,1,True,I think the answer might be “Vincent van Gogh.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 21:08:15,JP1999,A,AI,3,"What is the capital of Australia?
AI Suggestion: I think the answer might be ""Sydney"".",Melbourne,0,0,True,"I think the answer might be ""Sydney"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 21:08:15,JP1999,A,AI,4,"Which element has the chemical symbol Fe?
AI Suggestion: I think the answer might be ""Iron"".",Iron,10,1,True,"I think the answer might be ""Iron"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 21:08:15,JP1999,A,AI,5,"Which country consumes the most coffee per capita?
AI Suggestion: I think the answer might be ""USA"".",Italy,5,0,True,"I think the answer might be ""USA"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 21:08:15,JP1999,A,AI,6,"Who wrote the novel 1984?
AI Suggestion: I think the answer might be ""George Orwell"".",George Orwell,10,1,True,"I think the answer might be ""George Orwell"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 21:08:15,JP1999,A,AI,7,"Which country invented paper?
AI Suggestion: I think the answer might be ""Egypt"".",Egypt,0,0,True,"I think the answer might be ""Egypt"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 21:08:15,JP1999,A,AI,8,"In which country is Mount Kilimanjaro located?
AI Suggestion: I think the answer might be ""Uganda"".",Tanzania,1,1,True,"I think the answer might be ""Uganda"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 21:18:14,UD9356,A,AI,1,"
Which year was the first iPhone released? AI Suggestion: I think the answer might be “2007.”",2005,8,0,True,I think the answer might be “2007.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 21:18:14,UD9356,A,AI,2,"Who painted “The Starry Night”?
AI Suggestion: I think the answer might be “Vincent van Gogh.”",Vincent van Gogh,10,1,True,I think the answer might be “Vincent van Gogh.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 21:18:14,UD9356,A,AI,3,"What is the capital of Australia?
AI Suggestion: I think the answer might be ""Sydney"".",Sydney,10,0,True,"I think the answer might be ""Sydney"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 21:18:14,UD9356,A,AI,4,"Which element has the chemical symbol Fe?
AI Suggestion: I think the answer might be ""Iron"".",Iron,10,1,True,"I think the answer might be ""Iron"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 21:18:14,UD9356,A,AI,5,"Which country consumes the most coffee per capita?
AI Suggestion: I think the answer might be ""USA"".",USA,7,0,True,"I think the answer might be ""USA"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 21:18:14,UD9356,A,AI,6,"Who wrote the novel 1984?
AI Suggestion: I think the answer might be ""George Orwell"".",George Orwell,10,1,True,"I think the answer might be ""George Orwell"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 21:18:14,UD9356,A,AI,7,"Which country invented paper?
AI Suggestion: I think the answer might be ""Egypt"".",China,10,1,True,"I think the answer might be ""Egypt"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 21:18:14,UD9356,A,AI,8,"In which country is Mount Kilimanjaro located?
AI Suggestion: I think the answer might be ""Uganda"".",Kenya,10,0,True,"I think the answer might be ""Uganda"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:12:41,YT7758,A,AI,1,"
Which year was the first iPhone released? AI Suggestion: I think the answer might be “2007.”",2007,7,1,True,I think the answer might be “2007.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
